,year,locationabbr,locationdesc,datasource,category,indicator,response,data_value_unit,data_value_type,data_value,data_value_alt,low_confidence_limit,high_confidence_limit,number,weightednumber,stratificationcategory1,stratification1,categoryid,indicatorid,locationid,responseid,datavaluetypeid,stratificationcategoryid1,stratificationid1,stratificationcategory2,stratification2,stratificationcategoryid2,stratificationid2,geolocation,:@computed_region_hjsp_umg2,:@computed_region_skr5_azej,data_value_footnote_symbol,data_value_footnote
443,2016,NE,Nebraska,BRFSS,Demographics,Marital status among adults 18 years of age or older,Widowed,%,Age-adjusted Prevalence,7.4,7.4,5.2,10.4,86.0,4820.0,Disability Type,Self-care Disability,DEMOG,MARRIED,31,MARRIED03,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19.0,2243.0,,
444,2016,ID,Idaho,BRFSS,Demographics,Employment status among adults 18 years of age or older,Other,%,Age-adjusted Prevalence,40.1,40.1,28.9,52.5,101.0,15656.0,Disability Type,Vision Disability,DEMOG,JOB,16,JOB04,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '43.682630005000476', 'longitude': '-114.3637300419997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5.0,1687.0,,
445,2016,DE,Delaware,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Independent Living Disability,DISEST,RACEIND,10,RACE05,AGEADJPREV,DISTYPE,INDDIS,,,,,"{'latitude': '39.008830667000495', 'longitude': '-75.57774116799965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",43.0,1046.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
446,2016,NJ,New Jersey,BRFSS,Demographics,Marital status among adults 18 years of age or older,Widowed,%,Age-adjusted Prevalence,4.7,4.7,4.1,5.4,461.0,229284.0,Disability Status,No Disability,DEMOG,MARRIED,34,MARRIED03,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '40.13057004800049', 'longitude': '-74.27369128799967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46.0,489.0,,
447,2016,HHS3,HHS Region 3,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.3,4.3,3.9,4.9,903.0,351363.0,Disability Type,Self-care Disability,DISEST,AGEIND,82,AGE02,PREV,DISTYPE,SELFDIS,,,,,,,,,
448,2016,HHS5,HHS Region 5,BRFSS,Demographics,Employment status among adults 18 years of age or older,Employed,%,Age-adjusted Prevalence,35.8,35.8,33.8,37.8,1704.0,1421372.0,Disability Type,Cognitive Disability,DEMOG,JOB,84,JOB01,AGEADJPREV,DISTYPE,COGDIS,,,,,,,,,
449,2016,OK,Oklahoma,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,14.6,14.6,10.6,19.8,53.0,29814.0,Disability Type,Cognitive Disability,DISEST,RACEIND,40,RACE02,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '35.47203135600046', 'longitude': '-97.52107021399968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20.0,712.0,,
450,2016,OR,Oregon,BRFSS,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,28.1,28.1,16.8,43.1,46.0,28056.0,Disability Type,Vision Disability,DEMOG,MARRIED,41,MARRIED02,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '44.56744942400047', 'longitude': '-120.15503132599969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12.0,2452.0,,
451,2016,HHS1,HHS Region 1,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,4.1,4.1,3.6,4.6,784.0,164806.0,Disability Type,Self-care Disability,DISEST,AGEIND,80,AGE02,PREV,DISTYPE,SELFDIS,,,,,,,,,
452,2016,KY,Kentucky,BRFSS,Demographics,Employment status among adults 18 years of age or older,Employed,%,Age-adjusted Prevalence,25.4,25.4,21.0,30.4,389.0,119421.0,Disability Type,Mobility Disability,DEMOG,JOB,21,JOB01,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '37.645970271000465', 'longitude': '-84.77497104799966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",36.0,235.0,,
453,2016,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,7.8,7.8,4.9,12.4,23.0,11703.0,Disability Type,Vision Disability,DISEST,RACEIND,8,RACE02,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '38.843840757000464', 'longitude': '-106.13361092099967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9.0,1398.0,,
454,2016,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Cognitive Disability,DISEST,RACEIND,66,RACE02,AGEADJPREV,DISTYPE,COGDIS,,,,,,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
455,2016,NC,North Carolina,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Veteran,%,Age-adjusted Prevalence,30.0,30.0,26.1,34.3,355.0,336635.0,Disability Status,Any Disability,DISEST,VETIND,37,VET1,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '35.466220975000454', 'longitude': '-79.15925046299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37.0,2390.0,,
456,2016,TX,Texas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Any Disability,%,Age-adjusted Prevalence,24.5,24.5,23.0,26.0,3590.0,4928536.0,Overall,Overall,DISEST,STATTYPE,48,Q6DIS1,AGEADJPREV,CAT1,BO1,,,,,"{'latitude': '31.827240407000488', 'longitude': '-99.42677020599967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",23.0,3109.0,,
457,2016,VT,Vermont,BRFSS,Demographics,Education level among adults 18 years of age or older,Some High School or Less,%,Age-adjusted Prevalence,5.4,5.4,4.3,6.7,135.0,20630.0,Disability Status,No Disability,DEMOG,EDUCATE,50,EDUCATE01,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '43.62538123900049', 'longitude': '-72.51764079099962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28.0,3218.0,,
458,2016,NJ,New Jersey,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,38.2,38.2,36.3,40.2,2504.0,1922468.0,Disability Status,No Disability,DEMOG,EDUCATE,34,EDUCATE03,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '40.13057004800049', 'longitude': '-74.27369128799967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46.0,489.0,,
459,2016,GA,Georgia,BRFSS,Demographics,Employment status among adults 18 years of age or older,Out of Work,%,Age-adjusted Prevalence,,,,,,,Disability Type,Vision Disability,DEMOG,JOB,13,JOB02,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '32.83968109300048', 'longitude': '-83.62758034599966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31.0,1149.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
460,2016,GU,Guam,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,11.5,11.5,7.7,16.9,56.0,3866.0,Disability Type,Vision Disability,DISEST,AGEIND,66,AGE02,PREV,DISTYPE,VISDIS,,,,,,,,,
461,2016,HHS7,HHS Region 7,BRFSS,Demographics,Marital status among adults 18 years of age or older,Widowed,%,Age-adjusted Prevalence,9.4,9.4,7.2,12.1,326.0,47668.0,Disability Type,Self-care Disability,DEMOG,MARRIED,86,MARRIED03,AGEADJPREV,DISTYPE,SELFDIS,,,,,,,,,
462,2016,VA,Virginia,BRFSS,Demographics,Employment status among adults 18 years of age or older,Other,%,Age-adjusted Prevalence,28.3,28.3,24.9,32.0,265.0,166998.0,Disability Type,Cognitive Disability,DEMOG,JOB,51,JOB04,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '37.54268067400045', 'longitude': '-78.45789046299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",40.0,2758.0,,
463,2016,AR,Arkansas,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,6.4,6.4,4.8,8.5,124.0,73046.0,Disability Type,Self-care Disability,DISEST,SEXIND,5,SEX01,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '34.74865012400045', 'longitude': '-92.27449074299966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15.0,998.0,,
464,2016,NV,Nevada,BRFSS,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,25.1,25.1,18.6,33.0,200.0,79578.0,Disability Type,Mobility Disability,DEMOG,MARRIED,32,MARRIED02,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '39.493240390000494', 'longitude': '-117.07184056399967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10.0,481.0,,
465,2016,NM,New Mexico,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,8.0,8.0,7.0,9.1,453.0,111275.0,Disability Type,Independent Living Disability,DISEST,VETIND,35,VET2,AGEADJPREV,DISTYPE,INDDIS,,,,,"{'latitude': '34.52088095200048', 'longitude': '-106.24058098499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11.0,616.0,,
466,2016,HHS4,HHS Region 4,BRFSS,Demographics,Employment status among adults 18 years of age or older,Employed,%,Age-adjusted Prevalence,64.2,64.2,63.6,64.9,30177.0,21634132.0,Disability Status,No Disability,DEMOG,JOB,83,JOB01,AGEADJPREV,DISSTAT,NODIS,,,,,,,,,
467,2016,VI,U.S. Virgin Islands,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,,,,,,,Disability Type,Vision Disability,DISEST,AGEIND,78,AGE01,PREV,DISTYPE,VISDIS,,,,,,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
468,2016,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Cognitive Disability,DISEST,RACEIND,6,RACE06,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '37.63864012300047', 'longitude': '-120.99999953799971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8.0,1340.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
469,2016,OR,Oregon,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,11.7,11.7,9.5,14.3,120.0,45154.0,Disability Type,Cognitive Disability,DEMOG,EDUCATE,41,EDUCATE03,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '44.56744942400047', 'longitude': '-120.15503132599969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",12.0,2452.0,,
470,2016,MI,Michigan,BRFSS,Demographics,Employment status among adults 18 years of age or older,Unable to Work,%,Age-adjusted Prevalence,31.5,31.5,25.5,38.1,178.0,113449.0,Disability Type,Vision Disability,DEMOG,JOB,26,JOB03,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50.0,436.0,,
471,2016,CO,Colorado,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,8.3,8.3,7.2,9.5,272.0,158710.0,Disability Type,Cognitive Disability,DISEST,AGEIND,8,AGE01,PREV,DISTYPE,COGDIS,,,,,"{'latitude': '38.843840757000464', 'longitude': '-106.13361092099967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9.0,1398.0,,
472,2016,MI,Michigan,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,Hispanic,%,Age-adjusted Prevalence,70.4,70.4,63.3,76.6,213.0,221968.0,Disability Status,No Disability,DISEST,RACEIND,26,RACE03,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50.0,436.0,,
473,2016,MI,Michigan,BRFSS,Demographics,Education level among adults 18 years of age or older,High School Graduate,%,Age-adjusted Prevalence,64.6,64.6,57.0,71.4,358.0,216935.0,Disability Type,Self-care Disability,DEMOG,EDUCATE,26,EDUCATE02,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '44.6613195430005', 'longitude': '-84.71439026999968', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",50.0,436.0,,
474,2016,GU,Guam,BRFSS,Demographics,Education level among adults 18 years of age or older,College Graduate,%,Age-adjusted Prevalence,,,,,,,Disability Type,Self-care Disability,DEMOG,EDUCATE,66,EDUCATE03,AGEADJPREV,DISTYPE,SELFDIS,,,,,,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
475,2016,NH,New Hampshire,BRFSS,Demographics,Employment status among adults 18 years of age or older,Unable to Work,%,Age-adjusted Prevalence,42.5,42.5,34.5,50.8,283.0,41264.0,Disability Type,Mobility Disability,DEMOG,JOB,33,JOB03,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '43.65595011300047', 'longitude': '-71.50036091999965', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",26.0,2405.0,,
476,2016,US,"United States, DC & Territories",BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,18-44,%,Prevalence,4.8,4.8,4.6,5.0,6454.0,5434622.0,Disability Type,Mobility Disability,DISEST,AGEIND,59,AGE01,PREV,DISTYPE,MOBDIS,,,,,,,,,
477,2016,WA,Washington,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Mobility Disability,%,Age-adjusted Prevalence,10.6,10.6,10.1,11.3,2098.0,634717.0,Overall,Overall,DISEST,STATTYPE,53,Q6MOB,AGEADJPREV,CAT1,BO1,,,,,"{'latitude': '47.52227862900048', 'longitude': '-120.47001078999972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",6.0,2956.0,,
478,2016,NJ,New Jersey,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Hearing Disability,DISEST,RACEIND,34,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,,,,"{'latitude': '40.13057004800049', 'longitude': '-74.27369128799967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",46.0,489.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
479,2016,GA,Georgia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older,Hearing Disability,%,Age-adjusted Prevalence,5.0,5.0,4.4,5.7,403.0,398499.0,Overall,Overall,DISEST,STATTYPE,13,Q6HEAR,AGEADJPREV,CAT1,BO1,,,,,"{'latitude': '32.83968109300048', 'longitude': '-83.62758034599966', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",31.0,1149.0,,
480,2016,WY,Wyoming,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Self-care Disability,DISEST,RACEIND,56,RACE06,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '43.23554134300048', 'longitude': '-108.10983035299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14.0,3084.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
481,2016,NE,Nebraska,BRFSS,Demographics,Marital status among adults 18 years of age or older,Widowed,%,Age-adjusted Prevalence,6.7,6.7,5.4,8.3,184.0,8518.0,Disability Type,Cognitive Disability,DEMOG,MARRIED,31,MARRIED03,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '41.6410409880005', 'longitude': '-99.36572062299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",19.0,2243.0,,
482,2016,VI,U.S. Virgin Islands,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,8.7,8.7,6.3,11.9,60.0,3538.0,Disability Type,Mobility Disability,DISEST,SEXIND,78,SEX01,AGEADJPREV,DISTYPE,MOBDIS,,,,,,,,,
483,2016,UT,Utah,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Female,%,Age-adjusted Prevalence,1.9,1.9,1.5,2.4,160.0,19542.0,Disability Type,Self-care Disability,DISEST,SEXIND,49,SEX02,AGEADJPREV,DISTYPE,SELFDIS,,,,,"{'latitude': '39.360700171000474', 'longitude': '-111.58713063499971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13.0,900.0,,
484,2016,CO,Colorado,BRFSS,Demographics,Marital status among adults 18 years of age or older,Widowed,%,Age-adjusted Prevalence,7.8,7.8,6.3,9.7,151.0,19593.0,Disability Type,Independent Living Disability,DEMOG,MARRIED,8,MARRIED03,AGEADJPREV,DISTYPE,INDDIS,,,,,"{'latitude': '38.843840757000464', 'longitude': '-106.13361092099967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",9.0,1398.0,,
485,2016,MA,Massachusetts,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,45-64,%,Prevalence,12.9,12.9,11.5,14.5,480.0,233238.0,Disability Type,Mobility Disability,DISEST,AGEIND,25,AGE02,PREV,DISTYPE,MOBDIS,,,,,"{'latitude': '42.27687047000046', 'longitude': '-72.08269067499964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",25.0,1919.0,,
486,2016,ID,Idaho,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Native Hawaiian or Other Pacific Islander, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Status,Any Disability,DISEST,RACEIND,16,RACE06,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '43.682630005000476', 'longitude': '-114.3637300419997', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",5.0,1687.0,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
487,2016,HHS3,HHS Region 3,BRFSS,Demographics,Employment status among adults 18 years of age or older,Out of Work,%,Age-adjusted Prevalence,9.7,9.7,8.2,11.4,380.0,221673.0,Disability Type,Cognitive Disability,DEMOG,JOB,82,JOB02,AGEADJPREV,DISTYPE,COGDIS,,,,,,,,,
488,2016,CA,California,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by age group,65+,%,Prevalence,6.7,6.7,5.3,8.5,150.0,343192.0,Disability Type,Self-care Disability,DISEST,AGEIND,6,AGE03,PREV,DISTYPE,SELFDIS,,,,,"{'latitude': '37.63864012300047', 'longitude': '-120.99999953799971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",8.0,1340.0,,
489,2016,AZ,Arizona,BRFSS,Demographics,Employment status among adults 18 years of age or older,Unable to Work,%,Age-adjusted Prevalence,1.9,1.9,1.5,2.5,110.0,70477.0,Disability Status,No Disability,DEMOG,JOB,4,JOB03,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '34.865970280000454', 'longitude': '-111.76381127699972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7.0,986.0,,
490,2016,WY,Wyoming,BRFSS,Demographics,Marital status among adults 18 years of age or older,Never Married,%,Age-adjusted Prevalence,25.8,25.8,15.1,40.6,21.0,3434.0,Disability Type,Vision Disability,DEMOG,MARRIED,56,MARRIED04,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '43.23554134300048', 'longitude': '-108.10983035299967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14.0,3084.0,,
491,2016,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,25.0,25.0,15.0,38.5,27.0,4074.0,Disability Type,Cognitive Disability,DISEST,RACEIND,23,RACE04,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '45.254228894000505', 'longitude': '-68.98503133599962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49.0,1725.0,,
492,2016,WV,West Virginia,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by sex,Male,%,Age-adjusted Prevalence,6.9,6.9,5.9,7.9,249.0,53882.0,Disability Type,Vision Disability,DISEST,SEXIND,54,SEX01,AGEADJPREV,DISTYPE,VISDIS,,,,,"{'latitude': '38.66551020200046', 'longitude': '-80.71264013499967', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",42.0,2749.0,,
493,2016,NC,North Carolina,BRFSS,Demographics,Marital status among adults 18 years of age or older,Married / Unmarried Couple,%,Age-adjusted Prevalence,44.7,44.7,41.1,48.4,809.0,932583.0,Disability Status,Any Disability,DEMOG,MARRIED,37,MARRIED01,AGEADJPREV,DISSTAT,DISABL,,,,,"{'latitude': '35.466220975000454', 'longitude': '-79.15925046299964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",37.0,2390.0,,
494,2016,AL,Alabama,BRFSS,Demographics,Marital status among adults 18 years of age or older,Divorced / Separated,%,Age-adjusted Prevalence,24.2,24.2,20.2,28.8,418.0,169522.0,Disability Type,Mobility Disability,DEMOG,MARRIED,1,MARRIED02,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '32.84057112200048', 'longitude': '-86.63186076199969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29.0,94.0,,
495,2016,AL,Alabama,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Other / Multirace, non-Hispanic",%,Age-adjusted Prevalence,14.3,14.3,8.0,24.2,21.0,6412.0,Disability Type,Hearing Disability,DISEST,RACEIND,1,RACE04,AGEADJPREV,DISTYPE,HEARDIS,,,,,"{'latitude': '32.84057112200048', 'longitude': '-86.63186076199969', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",29.0,94.0,,
496,2016,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Black, non-Hispanic",%,Age-adjusted Prevalence,72.3,72.3,64.1,79.3,164.0,147059.0,Disability Status,No Disability,DISEST,RACEIND,4,RACE02,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '34.865970280000454', 'longitude': '-111.76381127699972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7.0,986.0,,
497,2016,MT,Montana,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,5.2,5.2,4.4,6.1,305.0,40255.0,Disability Type,Independent Living Disability,DISEST,RACEIND,30,RACE01,AGEADJPREV,DISTYPE,INDDIS,,,,,"{'latitude': '47.06652897200047', 'longitude': '-109.42442064499971', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",2.0,2283.0,,
498,2016,HHS8,HHS Region 8,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"Asian, non-Hispanic",%,Age-adjusted Prevalence,,,,,,,Disability Type,Hearing Disability,DISEST,RACEIND,87,RACE05,AGEADJPREV,DISTYPE,HEARDIS,,,,,,,,*,Data suppressed. Estimates were suppressed if the standard error was greater than or equal to 30% of the estimate or if the unweighted total population was less than 50.
499,2016,HHS4,HHS Region 4,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by veteran status,Non-Veteran,%,Age-adjusted Prevalence,8.0,8.0,7.7,8.3,7404.0,3570161.0,Disability Type,Independent Living Disability,DISEST,VETIND,83,VET2,AGEADJPREV,DISTYPE,INDDIS,,,,,,,,,
500,2016,VT,Vermont,BRFSS,Demographics,Marital status among adults 18 years of age or older,Widowed,%,Age-adjusted Prevalence,4.6,4.6,4.0,5.3,382.0,19048.0,Disability Status,No Disability,DEMOG,MARRIED,50,MARRIED03,AGEADJPREV,DISSTAT,NODIS,,,,,"{'latitude': '43.62538123900049', 'longitude': '-72.51764079099962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28.0,3218.0,,
501,2016,VT,Vermont,BRFSS,Demographics,Employment status among adults 18 years of age or older,Other,%,Age-adjusted Prevalence,22.8,22.8,18.5,27.9,128.0,9970.0,Disability Type,Cognitive Disability,DEMOG,JOB,50,JOB04,AGEADJPREV,DISTYPE,COGDIS,,,,,"{'latitude': '43.62538123900049', 'longitude': '-72.51764079099962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",28.0,3218.0,,
502,2016,HHS4,HHS Region 4,BRFSS,Demographics,Marital status among adults 18 years of age or older,Married / Unmarried Couple,%,Age-adjusted Prevalence,45.8,45.8,43.7,48.0,8017.0,3900676.0,Disability Type,Mobility Disability,DEMOG,MARRIED,83,MARRIED01,AGEADJPREV,DISTYPE,MOBDIS,,,,,,,,,
503,2016,ME,Maine,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"American Indian or Alaska Native, non-Hispanic",%,Age-adjusted Prevalence,16.6,16.6,9.7,26.9,27.0,1894.0,Disability Type,Mobility Disability,DISEST,RACEIND,23,RACE07,AGEADJPREV,DISTYPE,MOBDIS,,,,,"{'latitude': '45.254228894000505', 'longitude': '-68.98503133599962', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",49.0,1725.0,,
504,2016,AZ,Arizona,BRFSS,Disability Estimates,Disability status and types among adults 18 years of age or older by race/ethnicity,"White, non-Hispanic",%,Age-adjusted Prevalence,6.6,6.6,5.6,7.7,598.0,210529.0,Disability Type,Independent Living Disability,DISEST,RACEIND,4,RACE01,AGEADJPREV,DISTYPE,INDDIS,,,,,"{'latitude': '34.865970280000454', 'longitude': '-111.76381127699972', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",7.0,986.0,,
