,jurisdiction,week_ending_date,state_abbreviation,mmwryear,mmwrweek,race_ethnicity,time_period,outcome,number_of_deaths,average_number_of_deaths,type,suppress,difference_from_2015_2019,percent_difference_from_2015,note
348,Alaska,2018-02-17T00:00:00.000,AK,2018,7,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
349,Alaska,2019-02-16T00:00:00.000,AK,2019,7,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
350,Alaska,2020-02-15T00:00:00.000,AK,2020,7,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
351,Alaska,2015-02-28T00:00:00.000,AK,2015,8,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
352,Alaska,2016-02-27T00:00:00.000,AK,2016,8,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
353,Alaska,2017-02-25T00:00:00.000,AK,2017,8,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
354,Alaska,2018-02-24T00:00:00.000,AK,2018,8,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
355,Alaska,2019-02-23T00:00:00.000,AK,2019,8,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
356,Alaska,2020-02-22T00:00:00.000,AK,2020,8,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
357,Alaska,2015-03-07T00:00:00.000,AK,2015,9,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
358,Alaska,2016-03-05T00:00:00.000,AK,2016,9,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
359,Alaska,2017-03-04T00:00:00.000,AK,2017,9,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
360,Alaska,2018-03-03T00:00:00.000,AK,2018,9,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
361,Alaska,2019-03-02T00:00:00.000,AK,2019,9,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
362,Alaska,2020-02-29T00:00:00.000,AK,2020,9,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
363,Alaska,2015-03-14T00:00:00.000,AK,2015,10,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
364,Alaska,2016-03-12T00:00:00.000,AK,2016,10,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
365,Alaska,2017-03-11T00:00:00.000,AK,2017,10,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
366,Alaska,2018-03-10T00:00:00.000,AK,2018,10,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
367,Alaska,2019-03-09T00:00:00.000,AK,2019,10,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
368,Alaska,2020-03-07T00:00:00.000,AK,2020,10,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
369,Alaska,2015-03-21T00:00:00.000,AK,2015,11,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
370,Alaska,2016-03-19T00:00:00.000,AK,2016,11,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
371,Alaska,2017-03-18T00:00:00.000,AK,2017,11,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
372,Alaska,2018-03-17T00:00:00.000,AK,2018,11,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
373,Alaska,2019-03-16T00:00:00.000,AK,2019,11,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
374,Alaska,2020-03-14T00:00:00.000,AK,2020,11,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
375,Alaska,2015-03-28T00:00:00.000,AK,2015,12,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
376,Alaska,2016-03-26T00:00:00.000,AK,2016,12,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
377,Alaska,2017-03-25T00:00:00.000,AK,2017,12,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
378,Alaska,2018-03-24T00:00:00.000,AK,2018,12,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
379,Alaska,2019-03-23T00:00:00.000,AK,2019,12,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
380,Alaska,2020-03-21T00:00:00.000,AK,2020,12,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
381,Alaska,2015-04-04T00:00:00.000,AK,2015,13,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
382,Alaska,2016-04-02T00:00:00.000,AK,2016,13,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
383,Alaska,2017-04-01T00:00:00.000,AK,2017,13,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
384,Alaska,2018-03-31T00:00:00.000,AK,2018,13,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
385,Alaska,2019-03-30T00:00:00.000,AK,2019,13,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
386,Alaska,2020-03-28T00:00:00.000,AK,2020,13,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
387,Alaska,2015-04-11T00:00:00.000,AK,2015,14,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
388,Alaska,2016-04-09T00:00:00.000,AK,2016,14,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
389,Alaska,2017-04-08T00:00:00.000,AK,2017,14,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
390,Alaska,2018-04-07T00:00:00.000,AK,2018,14,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
391,Alaska,2019-04-06T00:00:00.000,AK,2019,14,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
392,Alaska,2020-04-04T00:00:00.000,AK,2020,14,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
393,Alaska,2015-04-18T00:00:00.000,AK,2015,15,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
394,Alaska,2016-04-16T00:00:00.000,AK,2016,15,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
395,Alaska,2017-04-15T00:00:00.000,AK,2017,15,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
396,Alaska,2018-04-14T00:00:00.000,AK,2018,15,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
397,Alaska,2019-04-13T00:00:00.000,AK,2019,15,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
398,Alaska,2020-04-11T00:00:00.000,AK,2020,15,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
399,Alaska,2015-04-25T00:00:00.000,AK,2015,16,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
400,Alaska,2016-04-23T00:00:00.000,AK,2016,16,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
401,Alaska,2017-04-22T00:00:00.000,AK,2017,16,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
402,Alaska,2018-04-21T00:00:00.000,AK,2018,16,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
403,Alaska,2019-04-20T00:00:00.000,AK,2019,16,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
404,Alaska,2020-04-18T00:00:00.000,AK,2020,16,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
405,Alaska,2015-05-02T00:00:00.000,AK,2015,17,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
406,Alaska,2016-04-30T00:00:00.000,AK,2016,17,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
407,Alaska,2017-04-29T00:00:00.000,AK,2017,17,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
408,Alaska,2018-04-28T00:00:00.000,AK,2018,17,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
409,Alaska,2019-04-27T00:00:00.000,AK,2019,17,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
410,Alaska,2020-04-25T00:00:00.000,AK,2020,17,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
411,Alaska,2015-05-09T00:00:00.000,AK,2015,18,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
412,Alaska,2016-05-07T00:00:00.000,AK,2016,18,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
413,Alaska,2017-05-06T00:00:00.000,AK,2017,18,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
414,Alaska,2018-05-05T00:00:00.000,AK,2018,18,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
415,Alaska,2019-05-04T00:00:00.000,AK,2019,18,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
416,Alaska,2020-05-02T00:00:00.000,AK,2020,18,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
417,Alaska,2015-05-16T00:00:00.000,AK,2015,19,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
418,Alaska,2016-05-14T00:00:00.000,AK,2016,19,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
419,Alaska,2017-05-13T00:00:00.000,AK,2017,19,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
420,Alaska,2018-05-12T00:00:00.000,AK,2018,19,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
421,Alaska,2019-05-11T00:00:00.000,AK,2019,19,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
422,Alaska,2020-05-09T00:00:00.000,AK,2020,19,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
423,Alaska,2015-05-23T00:00:00.000,AK,2015,20,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
424,Alaska,2016-05-21T00:00:00.000,AK,2016,20,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
425,Alaska,2017-05-20T00:00:00.000,AK,2017,20,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
426,Alaska,2018-05-19T00:00:00.000,AK,2018,20,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
427,Alaska,2019-05-18T00:00:00.000,AK,2019,20,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
428,Alaska,2020-05-16T00:00:00.000,AK,2020,20,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
429,Alaska,2015-05-30T00:00:00.000,AK,2015,21,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
430,Alaska,2016-05-28T00:00:00.000,AK,2016,21,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
431,Alaska,2017-05-27T00:00:00.000,AK,2017,21,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
432,Alaska,2018-05-26T00:00:00.000,AK,2018,21,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
433,Alaska,2019-05-25T00:00:00.000,AK,2019,21,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
434,Alaska,2020-05-23T00:00:00.000,AK,2020,21,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
435,Alaska,2015-06-06T00:00:00.000,AK,2015,22,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
436,Alaska,2016-06-04T00:00:00.000,AK,2016,22,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
437,Alaska,2017-06-03T00:00:00.000,AK,2017,22,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
438,Alaska,2018-06-02T00:00:00.000,AK,2018,22,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
439,Alaska,2019-06-01T00:00:00.000,AK,2019,22,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
440,Alaska,2020-05-30T00:00:00.000,AK,2020,22,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
441,Alaska,2015-06-13T00:00:00.000,AK,2015,23,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
442,Alaska,2016-06-11T00:00:00.000,AK,2016,23,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
443,Alaska,2017-06-10T00:00:00.000,AK,2017,23,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
444,Alaska,2018-06-09T00:00:00.000,AK,2018,23,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
445,Alaska,2019-06-08T00:00:00.000,AK,2019,23,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
446,Alaska,2020-06-06T00:00:00.000,AK,2020,23,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
447,Alaska,2015-06-20T00:00:00.000,AK,2015,24,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
448,Alaska,2016-06-18T00:00:00.000,AK,2016,24,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
449,Alaska,2017-06-17T00:00:00.000,AK,2017,24,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
450,Alaska,2018-06-16T00:00:00.000,AK,2018,24,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
451,Alaska,2019-06-15T00:00:00.000,AK,2019,24,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
452,Alaska,2020-06-13T00:00:00.000,AK,2020,24,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
453,Alaska,2015-06-27T00:00:00.000,AK,2015,25,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
454,Alaska,2016-06-25T00:00:00.000,AK,2016,25,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
455,Alaska,2017-06-24T00:00:00.000,AK,2017,25,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
456,Alaska,2018-06-23T00:00:00.000,AK,2018,25,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
457,Alaska,2019-06-22T00:00:00.000,AK,2019,25,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
458,Alaska,2020-06-20T00:00:00.000,AK,2020,25,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
459,Alaska,2015-07-04T00:00:00.000,AK,2015,26,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
460,Alaska,2016-07-02T00:00:00.000,AK,2016,26,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
461,Alaska,2017-07-01T00:00:00.000,AK,2017,26,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
462,Alaska,2018-06-30T00:00:00.000,AK,2018,26,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
463,Alaska,2019-06-29T00:00:00.000,AK,2019,26,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
464,Alaska,2020-06-27T00:00:00.000,AK,2020,26,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
465,Alaska,2015-07-11T00:00:00.000,AK,2015,27,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
466,Alaska,2016-07-09T00:00:00.000,AK,2016,27,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
467,Alaska,2017-07-08T00:00:00.000,AK,2017,27,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
468,Alaska,2018-07-07T00:00:00.000,AK,2018,27,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
469,Alaska,2019-07-06T00:00:00.000,AK,2019,27,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
470,Alaska,2020-07-04T00:00:00.000,AK,2020,27,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
471,Alaska,2015-07-18T00:00:00.000,AK,2015,28,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
472,Alaska,2016-07-16T00:00:00.000,AK,2016,28,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
473,Alaska,2017-07-15T00:00:00.000,AK,2017,28,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
474,Alaska,2018-07-14T00:00:00.000,AK,2018,28,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
475,Alaska,2019-07-13T00:00:00.000,AK,2019,28,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
476,Alaska,2020-07-11T00:00:00.000,AK,2020,28,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
477,Alaska,2015-07-25T00:00:00.000,AK,2015,29,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
478,Alaska,2016-07-23T00:00:00.000,AK,2016,29,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
479,Alaska,2017-07-22T00:00:00.000,AK,2017,29,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
480,Alaska,2018-07-21T00:00:00.000,AK,2018,29,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
481,Alaska,2019-07-20T00:00:00.000,AK,2019,29,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
482,Alaska,2020-07-18T00:00:00.000,AK,2020,29,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
483,Alaska,2015-08-01T00:00:00.000,AK,2015,30,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
484,Alaska,2016-07-30T00:00:00.000,AK,2016,30,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
485,Alaska,2017-07-29T00:00:00.000,AK,2017,30,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
486,Alaska,2018-07-28T00:00:00.000,AK,2018,30,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
487,Alaska,2019-07-27T00:00:00.000,AK,2019,30,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
488,Alaska,2020-07-25T00:00:00.000,AK,2020,30,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
489,Alaska,2015-08-08T00:00:00.000,AK,2015,31,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
490,Alaska,2016-08-06T00:00:00.000,AK,2016,31,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
491,Alaska,2017-08-05T00:00:00.000,AK,2017,31,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
492,Alaska,2018-08-04T00:00:00.000,AK,2018,31,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
493,Alaska,2019-08-03T00:00:00.000,AK,2019,31,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
494,Alaska,2020-08-01T00:00:00.000,AK,2020,31,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
495,Alaska,2015-08-15T00:00:00.000,AK,2015,32,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
496,Alaska,2016-08-13T00:00:00.000,AK,2016,32,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
497,Alaska,2017-08-12T00:00:00.000,AK,2017,32,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
498,Alaska,2018-08-11T00:00:00.000,AK,2018,32,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
499,Alaska,2019-08-10T00:00:00.000,AK,2019,32,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
500,Alaska,2020-08-08T00:00:00.000,AK,2020,32,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
501,Alaska,2015-08-22T00:00:00.000,AK,2015,33,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
502,Alaska,2016-08-20T00:00:00.000,AK,2016,33,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
503,Alaska,2017-08-19T00:00:00.000,AK,2017,33,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
504,Alaska,2018-08-18T00:00:00.000,AK,2018,33,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
505,Alaska,2019-08-17T00:00:00.000,AK,2019,33,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
506,Alaska,2020-08-15T00:00:00.000,AK,2020,33,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
507,Alaska,2015-08-29T00:00:00.000,AK,2015,34,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
508,Alaska,2016-08-27T00:00:00.000,AK,2016,34,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
509,Alaska,2017-08-26T00:00:00.000,AK,2017,34,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
510,Alaska,2018-08-25T00:00:00.000,AK,2018,34,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
511,Alaska,2019-08-24T00:00:00.000,AK,2019,34,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
512,Alaska,2020-08-22T00:00:00.000,AK,2020,34,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
513,Alaska,2015-09-05T00:00:00.000,AK,2015,35,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
514,Alaska,2016-09-03T00:00:00.000,AK,2016,35,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
515,Alaska,2017-09-02T00:00:00.000,AK,2017,35,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
516,Alaska,2018-09-01T00:00:00.000,AK,2018,35,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
517,Alaska,2019-08-31T00:00:00.000,AK,2019,35,Hispanic,2015-2019,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,
518,Alaska,2020-08-29T00:00:00.000,AK,2020,35,Hispanic,2020,All Cause,,,Predicted (weighted),Suppressed (counts <10),,,"Data in recent weeks are incomplete. Only 60% of death records are submitted to NCHS within 10 days of the date of death, and completeness varies by jurisdiction."
