,year,stateabbr,statedesc,locationname,datasource,category,measure,data_value_unit,data_value_type,data_value,low_confidence_limit,high_confidence_limit,totalpopulation,latitude,longitude,locationid,categoryid,measureid,datavaluetypeid,short_question_text
479,2018,CO,Colorado,Adams,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.0,16.6,21.3,511868,39.87402122,-104.3380626,8001,UNHBEH,CSMOKING,CrdPrv,Current Smoking
480,2018,CO,Colorado,Adams,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,18.4,16.1,20.7,511868,39.87402122,-104.3380626,8001,UNHBEH,CSMOKING,AgeAdjPrv,Current Smoking
481,2018,CO,Colorado,Adams,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,62.6,59.3,65.9,511868,39.87402122,-104.3380626,8001,PREVENT,DENTAL,CrdPrv,Dental Visit
482,2018,CO,Colorado,Adams,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,62.9,59.6,66.1,511868,39.87402122,-104.3380626,8001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
483,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.2,7.7,8.7,511868,39.87402122,-104.3380626,8001,HLTHOUT,DIABETES,CrdPrv,Diabetes
484,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8.5,8.0,9.0,511868,39.87402122,-104.3380626,8001,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
485,2017,CO,Colorado,Adams,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,32.5,31.8,33.3,511868,39.87402122,-104.3380626,8001,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
486,2017,CO,Colorado,Adams,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.2,29.6,30.8,511868,39.87402122,-104.3380626,8001,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
487,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.6,2.4,2.7,511868,39.87402122,-104.3380626,8001,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
488,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,2.6,2.9,511868,39.87402122,-104.3380626,8001,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease
489,2018,CO,Colorado,Adams,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,21.8,19.9,23.8,511868,39.87402122,-104.3380626,8001,UNHBEH,LPA,CrdPrv,Physical Inactivity
490,2018,CO,Colorado,Adams,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,22.0,20.1,24.2,511868,39.87402122,-104.3380626,8001,UNHBEH,LPA,AgeAdjPrv,Physical Inactivity
491,2018,CO,Colorado,Adams,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,67.5,64.0,71.1,511868,39.87402122,-104.3380626,8001,PREVENT,MAMMOUSE,CrdPrv,Mammography
492,2018,CO,Colorado,Adams,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,66.7,63.2,70.2,511868,39.87402122,-104.3380626,8001,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
493,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.1,12.0,14.3,511868,39.87402122,-104.3380626,8001,HLTHOUT,MHLTH,CrdPrv,Mental Health
494,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,12.8,11.7,14.0,511868,39.87402122,-104.3380626,8001,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health
495,2018,CO,Colorado,Adams,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Crude prevalence,30.4,29.4,31.4,511868,39.87402122,-104.3380626,8001,UNHBEH,OBESITY,CrdPrv,Obesity
496,2018,CO,Colorado,Adams,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,30.2,29.2,31.1,511868,39.87402122,-104.3380626,8001,UNHBEH,OBESITY,AgeAdjPrv,Obesity
497,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.7,10.7,12.8,511868,39.87402122,-104.3380626,8001,HLTHOUT,PHLTH,CrdPrv,Physical Health
498,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,11.8,10.7,12.9,511868,39.87402122,-104.3380626,8001,HLTHOUT,PHLTH,AgeAdjPrv,Physical Health
499,2018,CO,Colorado,Adams,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,33.5,32.4,34.5,511868,39.87402122,-104.3380626,8001,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
500,2018,CO,Colorado,Adams,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,33.1,32.0,34.2,511868,39.87402122,-104.3380626,8001,UNHBEH,SLEEP,AgeAdjPrv,Sleep <7 hours
501,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.7,2.5,3.0,511868,39.87402122,-104.3380626,8001,HLTHOUT,STROKE,CrdPrv,Stroke
502,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.9,2.6,3.2,511868,39.87402122,-104.3380626,8001,HLTHOUT,STROKE,AgeAdjPrv,Stroke
503,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,14.1,9.6,19.4,511868,39.87402122,-104.3380626,8001,HLTHOUT,TEETHLOST,CrdPrv,Teeth Loss
504,2018,CO,Colorado,Adams,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.5,9.9,20.0,511868,39.87402122,-104.3380626,8001,HLTHOUT,TEETHLOST,AgeAdjPrv,Teeth Loss
505,2017,ID,Idaho,Adams,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,80.7,79.1,82.2,4250,44.88919141,-116.4539392,16003,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
506,2018,ID,Idaho,Adams,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,15.5,12.9,18.5,4250,44.88919141,-116.4539392,16003,PREVENT,ACCESS2,CrdPrv,Health Insurance
507,2018,ID,Idaho,Adams,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,17.7,14.9,20.9,4250,44.88919141,-116.4539392,16003,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
508,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,37.0,35.0,39.1,4250,44.88919141,-116.4539392,16003,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
509,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,25.8,24.5,27.2,4250,44.88919141,-116.4539392,16003,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
510,2018,ID,Idaho,Adams,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,12.8,12.1,13.5,4250,44.88919141,-116.4539392,16003,UNHBEH,BINGE,CrdPrv,Binge Drinking
511,2018,ID,Idaho,Adams,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,17.4,16.4,18.4,4250,44.88919141,-116.4539392,16003,UNHBEH,BINGE,AgeAdjPrv,Binge Drinking
512,2017,ID,Idaho,Adams,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,40.5,38.6,42.3,4250,44.88919141,-116.4539392,16003,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
513,2017,ID,Idaho,Adams,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,28.9,27.6,30.2,4250,44.88919141,-116.4539392,16003,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
514,2017,ID,Idaho,Adams,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79.3,78.0,80.5,4250,44.88919141,-116.4539392,16003,PREVENT,BPMED,CrdPrv,Taking BP Medication
515,2017,ID,Idaho,Adams,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,52.0,50.7,53.3,4250,44.88919141,-116.4539392,16003,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
516,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,10.0,9.5,10.6,4250,44.88919141,-116.4539392,16003,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
517,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.5,6.2,6.8,4250,44.88919141,-116.4539392,16003,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin)
518,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.7,9.1,10.4,4250,44.88919141,-116.4539392,16003,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
519,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.9,9.3,10.6,4250,44.88919141,-116.4539392,16003,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
520,2018,ID,Idaho,Adams,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,80.2,76.8,83.5,4250,44.88919141,-116.4539392,16003,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
521,2018,ID,Idaho,Adams,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,81.0,78.4,83.9,4250,44.88919141,-116.4539392,16003,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening
522,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,10.7,9.7,11.9,4250,44.88919141,-116.4539392,16003,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
523,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.7,6.1,7.3,4250,44.88919141,-116.4539392,16003,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
524,2018,ID,Idaho,Adams,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,72.9,72.0,73.9,4250,44.88919141,-116.4539392,16003,PREVENT,CHECKUP,CrdPrv,Annual Checkup
525,2018,ID,Idaho,Adams,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,65.6,64.5,66.9,4250,44.88919141,-116.4539392,16003,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
526,2017,ID,Idaho,Adams,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,72.2,70.1,74.3,4250,44.88919141,-116.4539392,16003,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
527,2018,ID,Idaho,Adams,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,63.6,60.4,66.5,4250,44.88919141,-116.4539392,16003,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
528,2018,ID,Idaho,Adams,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,59.4,56.2,62.4,4250,44.88919141,-116.4539392,16003,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
529,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.9,8.4,11.7,4250,44.88919141,-116.4539392,16003,HLTHOUT,COPD,CrdPrv,COPD
530,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.0,6.1,8.1,4250,44.88919141,-116.4539392,16003,HLTHOUT,COPD,AgeAdjPrv,COPD
531,2018,ID,Idaho,Adams,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,30.2,23.9,37.1,4250,44.88919141,-116.4539392,16003,PREVENT,COREM,CrdPrv,Core preventive services for older men
532,2018,ID,Idaho,Adams,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,23.3,18.9,28.1,4250,44.88919141,-116.4539392,16003,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men
533,2018,ID,Idaho,Adams,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,27.3,19.7,35.5,4250,44.88919141,-116.4539392,16003,PREVENT,COREW,CrdPrv,Core preventive services for older women
534,2018,ID,Idaho,Adams,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,20.6,15.6,25.9,4250,44.88919141,-116.4539392,16003,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women
535,2018,ID,Idaho,Adams,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,18.3,15.5,21.2,4250,44.88919141,-116.4539392,16003,UNHBEH,CSMOKING,CrdPrv,Current Smoking
536,2018,ID,Idaho,Adams,BRFSS,Unhealthy Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,20.5,17.3,23.5,4250,44.88919141,-116.4539392,16003,UNHBEH,CSMOKING,AgeAdjPrv,Current Smoking
537,2018,ID,Idaho,Adams,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,61.6,57.3,65.9,4250,44.88919141,-116.4539392,16003,PREVENT,DENTAL,CrdPrv,Dental Visit
538,2018,ID,Idaho,Adams,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Age-adjusted prevalence,60.3,56.1,64.6,4250,44.88919141,-116.4539392,16003,PREVENT,DENTAL,AgeAdjPrv,Dental Visit
539,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.4,14.0,16.8,4250,44.88919141,-116.4539392,16003,HLTHOUT,DIABETES,CrdPrv,Diabetes
540,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,10.1,9.4,11.0,4250,44.88919141,-116.4539392,16003,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes
541,2017,ID,Idaho,Adams,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,41.1,39.8,42.5,4250,44.88919141,-116.4539392,16003,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol
542,2017,ID,Idaho,Adams,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,28.5,27.6,29.4,4250,44.88919141,-116.4539392,16003,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol
543,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.1,3.8,4.5,4250,44.88919141,-116.4539392,16003,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease
544,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.8,2.6,3.0,4250,44.88919141,-116.4539392,16003,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease
545,2018,ID,Idaho,Adams,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,25.1,21.8,28.5,4250,44.88919141,-116.4539392,16003,UNHBEH,LPA,CrdPrv,Physical Inactivity
546,2018,ID,Idaho,Adams,BRFSS,Unhealthy Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,22.3,19.7,25.1,4250,44.88919141,-116.4539392,16003,UNHBEH,LPA,AgeAdjPrv,Physical Inactivity
547,2018,ID,Idaho,Adams,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,65.2,59.5,70.3,4250,44.88919141,-116.4539392,16003,PREVENT,MAMMOUSE,CrdPrv,Mammography
548,2018,ID,Idaho,Adams,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,64.2,58.6,69.4,4250,44.88919141,-116.4539392,16003,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography
549,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.0,11.8,14.4,4250,44.88919141,-116.4539392,16003,HLTHOUT,MHLTH,CrdPrv,Mental Health
550,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,15.1,13.6,16.6,4250,44.88919141,-116.4539392,16003,HLTHOUT,MHLTH,AgeAdjPrv,Mental Health
551,2018,ID,Idaho,Adams,BRFSS,Unhealthy Behaviors,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.4,30.5,34.2,4250,44.88919141,-116.4539392,16003,UNHBEH,OBESITY,AgeAdjPrv,Obesity
552,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.2,14.4,18.3,4250,44.88919141,-116.4539392,16003,HLTHOUT,PHLTH,CrdPrv,Physical Health
553,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,13.4,12.0,14.8,4250,44.88919141,-116.4539392,16003,HLTHOUT,PHLTH,AgeAdjPrv,Physical Health
554,2018,ID,Idaho,Adams,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,32.8,31.1,34.4,4250,44.88919141,-116.4539392,16003,UNHBEH,SLEEP,CrdPrv,Sleep <7 hours
555,2018,ID,Idaho,Adams,BRFSS,Unhealthy Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.2,33.4,36.7,4250,44.88919141,-116.4539392,16003,UNHBEH,SLEEP,AgeAdjPrv,Sleep <7 hours
556,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,5.0,4.4,5.7,4250,44.88919141,-116.4539392,16003,HLTHOUT,STROKE,CrdPrv,Stroke
557,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,3.3,2.9,3.7,4250,44.88919141,-116.4539392,16003,HLTHOUT,STROKE,AgeAdjPrv,Stroke
558,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,16.0,10.2,22.5,4250,44.88919141,-116.4539392,16003,HLTHOUT,TEETHLOST,CrdPrv,Teeth Loss
559,2018,ID,Idaho,Adams,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,16.7,10.8,23.4,4250,44.88919141,-116.4539392,16003,HLTHOUT,TEETHLOST,AgeAdjPrv,Teeth Loss
560,2018,IL,Illinois,Adams,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,11.5,9.4,13.7,65691,39.9878741,-91.18845544,17001,PREVENT,ACCESS2,CrdPrv,Health Insurance
561,2018,IL,Illinois,Adams,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,12.0,9.7,14.5,65691,39.9878741,-91.18845544,17001,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance
562,2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,31.5,29.8,33.1,65691,39.9878741,-91.18845544,17001,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis
563,2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,26.1,24.7,27.6,65691,39.9878741,-91.18845544,17001,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis
564,2018,IL,Illinois,Adams,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,18.5,17.7,19.5,65691,39.9878741,-91.18845544,17001,UNHBEH,BINGE,CrdPrv,Binge Drinking
565,2018,IL,Illinois,Adams,BRFSS,Unhealthy Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,21.2,20.2,22.3,65691,39.9878741,-91.18845544,17001,UNHBEH,BINGE,AgeAdjPrv,Binge Drinking
566,2017,IL,Illinois,Adams,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,35.0,33.4,36.5,65691,39.9878741,-91.18845544,17001,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure
567,2017,IL,Illinois,Adams,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,29.7,28.2,31.1,65691,39.9878741,-91.18845544,17001,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure
568,2017,IL,Illinois,Adams,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,77.6,76.4,78.8,65691,39.9878741,-91.18845544,17001,PREVENT,BPMED,CrdPrv,Taking BP Medication
569,2017,IL,Illinois,Adams,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,55.8,54.6,57.1,65691,39.9878741,-91.18845544,17001,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication
570,2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8.4,8.0,8.9,65691,39.9878741,-91.18845544,17001,HLTHOUT,CANCER,CrdPrv,Cancer (except skin)
571,2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.6,6.3,6.9,65691,39.9878741,-91.18845544,17001,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin)
572,2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.6,9.1,10.3,65691,39.9878741,-91.18845544,17001,HLTHOUT,CASTHMA,CrdPrv,Current Asthma
573,2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.8,9.2,10.5,65691,39.9878741,-91.18845544,17001,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma
574,2018,IL,Illinois,Adams,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,83.1,80.4,85.7,65691,39.9878741,-91.18845544,17001,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening
575,2018,IL,Illinois,Adams,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,83.8,81.1,86.3,65691,39.9878741,-91.18845544,17001,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening
576,2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,8.0,7.2,8.9,65691,39.9878741,-91.18845544,17001,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease
577,2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,6.1,5.5,6.7,65691,39.9878741,-91.18845544,17001,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease
578,2018,IL,Illinois,Adams,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,76.3,75.3,77.2,65691,39.9878741,-91.18845544,17001,PREVENT,CHECKUP,CrdPrv,Annual Checkup
579,2018,IL,Illinois,Adams,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,73.3,72.2,74.4,65691,39.9878741,-91.18845544,17001,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup
580,2017,IL,Illinois,Adams,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,83.2,81.6,84.8,65691,39.9878741,-91.18845544,17001,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening
581,2017,IL,Illinois,Adams,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,80.6,78.7,82.5,65691,39.9878741,-91.18845544,17001,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening
582,2018,IL,Illinois,Adams,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,65.1,62.2,68.1,65691,39.9878741,-91.18845544,17001,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening
583,2018,IL,Illinois,Adams,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,63.3,60.2,66.4,65691,39.9878741,-91.18845544,17001,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening
584,2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,8.6,7.3,10.1,65691,39.9878741,-91.18845544,17001,HLTHOUT,COPD,CrdPrv,COPD
585,2018,IL,Illinois,Adams,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,7.3,6.2,8.4,65691,39.9878741,-91.18845544,17001,HLTHOUT,COPD,AgeAdjPrv,COPD
586,2018,IL,Illinois,Adams,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,35.3,26.9,44.1,65691,39.9878741,-91.18845544,17001,PREVENT,COREM,CrdPrv,Core preventive services for older men
